dbfs,rms,avg,mode,std,dcoffset,filename,target
-23.342901438231145,0.06808104366064072,9.726772987050936e-06,0.0,0.06808104366064072,0.0,BPCRGRYCXPI,silent
-32.61309142021474,0.023555492982268333,-1.3767164091404993e-05,-0.03355581685900688,0.023555489256978035,-6.103515625e-05,UE4OHIQ6JJO,noise
-33.918119988356985,0.02021721936762333,-2.3881726519903168e-05,-0.020960917696356773,0.020217206329107285,-6.103515625e-05,N0B0Z81N2KQ,noise
-28.287811601032043,0.03852103650569916,-2.0143479559919797e-06,0.0001220703125,0.03852103650569916,-3.0517578125e-05,IL6D7IEAKXH,silent
-24.189081043778266,0.061745867133140564,-6.716755933666718e-07,-0.0001220703125,0.06174587085843086,-3.0517578125e-05,6VKOI64H5QS,silent
-26.92138879295537,0.04508078470826149,-1.1492221346998122e-05,0.000244140625,0.04508078470826149,-3.0517578125e-05,AMY4UVVF0IJ,silent
-26.248340958900144,0.04871751740574837,-3.674704203149304e-05,-6.103515625e-05,0.04871750622987747,-6.103515625e-05,O2XNUOM0XNQ,silent
-29.775491640110502,0.03213571757078171,-4.052970325574279e-05,-0.07195954769849777,0.03213568776845932,-4.162732511758804e-05,QB1SC4C59O3,noise
-27.461209376817635,0.04237746074795723,0.00019532105943653733,-3.0517578125e-05,0.04237701743841171,0.00018310546875,3BTTWMCVAVD,silent
-26.177877817213762,0.04922923445701599,-4.756889393320307e-05,-0.07186266034841537,0.0492292121052742,-9.1552734375e-05,0V11KXBMA5D,noise
-24.124915105786204,0.062223199754953384,-7.774979167152196e-06,0.000274658203125,0.062223199754953384,-3.0517578125e-05,I2Z9N3M5L7E,silent
-23.24606777491477,0.06883392482995987,-0.00082564284093678,-0.00115966796875,0.06882897019386292,-0.0008544921875,EDJUIIUPG7Z,silent
-26.134798301066336,0.04953278601169586,6.241250230232254e-05,-0.08919807523488998,0.04953274875879288,3.0517578125e-05,69PD8WJQMDN,noise
-24.146251126433587,0.062047239392995834,4.9541440603206865e-06,0.0,0.062047239392995834,0.0,AOR1RQBUYK6,silent
-17.599323762896113,0.1335480958223343,-0.0007878536707721651,-0.2629966735839844,0.13354578614234924,-0.000823974609375,H8MKJPWVX33,noise
-23.623945852509742,0.06589893996715546,-4.185546640655957e-05,-9.1552734375e-05,0.06589891761541367,-6.103515625e-05,N2A8UHIN37B,silent
-21.181678036613498,0.08730418980121613,0.0005799900973215699,-3.0517578125e-05,0.08730226010084152,0.000579833984375,0AEHAPHFU1X,silent
-27.380235993478866,0.042761825025081635,-3.2783704227767885e-05,-3.0517578125e-05,0.04276181384921074,-6.103515625e-05,WV04PVCDHQ0,silent
-25.9382885948638,0.05086589232087135,-0.0007702008588239551,-0.03702022135257721,0.05086005479097366,-0.00079345703125,Q5KA4NZ2NBQ,noise
-23.219146687405626,0.06905863434076309,-3.3470321795903146e-05,0.0,0.0690586194396019,-6.103515625e-05,094CBKCVB02,silent
-24.793560695895728,0.057586994022130966,-0.005916350521147251,6.103515625e-05,0.05728226900100708,-0.00592041015625,1AM5Y0NIPQZ,silent
-24.56640628481214,0.05913392826914787,2.0584163848980097e-06,-3.0517578125e-05,0.05913393199443817,0.0,3MFXKR2GVCE,silent
-21.726878532540425,0.08199266344308853,2.6795945814228617e-05,0.0,0.08199265599250793,0.0,VIW7RTEKFPU,silent
-23.57180228085817,0.06609523296356201,-0.0002163365570595488,-0.16412754356861115,0.06609486788511276,-0.000244140625,5NYJZOQWZS6,noise
-22.94326100115174,0.0712733119726181,1.2023240742564667e-05,-3.0517578125e-05,0.0712733119726181,0.0,0OVMDHTSWNM,silent
-20.512287210711108,0.07954791188240051,7.438437023665756e-06,-0.14202487468719482,0.07954791188240051,-5.494989454746246e-05,P6QHSSGXXDH,noise
-20.996240889270922,0.07558126002550125,-1.540543235023506e-05,-0.1247679740190506,0.07558126002550125,2.777203917503357e-06,YKTUMYB0B1V,noise
-25.06472458966602,0.05583937093615532,4.0113096474669874e-05,-3.0517578125e-05,0.055839359760284424,3.0517578125e-05,WUOSEL9TLO9,silent
-22.332844095129065,0.07646419107913971,-3.178747647325508e-05,0.0,0.07646418362855911,-6.103515625e-05,G55MIESJ5QA,silent
-27.275474082253403,0.04338353872299194,-5.4402837122324854e-05,-0.077175073325634,0.04338350519537926,-9.1552734375e-05,KFQFHML50C3,noise
-37.98999766606634,0.012659470550715923,-0.00012833185610361397,-0.02265002392232418,0.012658819556236267,-0.000152587890625,KKCFFFORIQD,noise
-30.222571223541507,0.030850529670715332,-1.6253218291240046e-06,-0.00042724609375,0.030850529670715332,-3.0517578125e-05,OML3C1NPMQP,silent
-27.950321998401524,0.040047403424978256,-5.879466016267543e-07,0.0,0.040047407150268555,-3.0517578125e-05,EKOR065K3V7,silent
-20.04332147801334,0.08197762817144394,-8.589674689574167e-05,-0.1321740448474884,0.08197758346796036,-8.220970630645752e-05,UK34M5MOIUO,noise
-24.848973257919603,0.057228151708841324,-1.2238820090715308e-06,3.0517578125e-05,0.05722815543413162,-3.0517578125e-05,YACJ2ENOTS8,silent
-25.369184714363364,0.05414285883307457,-8.356518810614944e-05,-0.0308912955224514,0.054142799228429794,-0.0001220703125,9TRBJC2FG1J,noise
-23.591820472798,0.06615402549505234,-5.7194847613573074e-06,0.0,0.06615402549505234,-3.0517578125e-05,IB6YSKKBMJ9,silent
-22.277541785665438,0.07732915878295898,1.9906944999092957e-06,-0.0028185739647597075,0.07732915878295898,-3.0517578125e-05,CYWKW9VFY7Z,noise
-21.154387734274387,0.06771703064441681,-0.00019912233983632177,-0.1099226102232933,0.06771674007177353,0.000152587890625,Y7Z1QNLYY2E,noise
-22.465615709399636,0.07530409097671509,3.88995285902638e-05,-0.000213623046875,0.0753040760755539,3.0517578125e-05,MIVC3RTJ1JT,silent
-27.135719082914566,0.04398352652788162,-1.547034912618983e-06,0.00067138671875,0.04398352652788162,-3.0517578125e-05,LRA7MEVXOSL,silent
-37.516999680561426,0.012589705176651478,-0.00031271774787455797,-0.0014450240414589643,0.012585821561515331,-0.0003156997263431549,CDJ9L8G7PMS,noise
-22.05978775059513,0.07891003042459488,0.0014117513783276081,0.001617431640625,0.0788974016904831,0.00140380859375,L75AO2JHTGH,silent
-21.222524720520855,0.08701015263795853,-8.432289905613288e-05,-0.1390204280614853,0.08701011538505554,-9.32556577026844e-05,QODUE9VX5M0,noise
-25.498013733542365,0.053116023540496826,-0.006021331064403057,0.000701904296875,0.052773624658584595,-0.00604248046875,BML6JLWLSZE,silent
-26.402077532225967,0.04785993695259094,-1.0715865528254653e-06,-0.000335693359375,0.04785993695259094,-3.0517578125e-05,7O7QHBH0ALC,silent
-29.79469102116754,0.03239109367132187,-8.446531865047291e-07,0.0,0.03239109739661217,-3.0517578125e-05,QQCDR5CGKHZ,silent
